product,verified,rating,location,date,author,content,title
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,20 Jan 2020,Dr. Hart,"There are some functions that I lost when I went from my Echo Plus (2nd Gen) to this Echo Show. For instance, the integration with my Ring Doorbell is not the same. The Echo Plus would announce that someone is at my front door where the show will not. I also lost the ability to listen to my Sirus XM stations from this device. I can go into my Alexa app on my phone and assign the show to play my stations but can't get there via voice commands. It says that the Sirus XM skill is not installed which it clearly is.",Lost functionality going from Echo Plus (2nd Gen) to this Echo Show
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,02 Feb 2019,Raymond E. McCready,I bought a pair of these for the video calling it mentioned from one unit to the other to have for morning calls from my girlfriend... we find the video is choppy and even the voice has a lag time in it... Apple's face time is far better than this. I have Cox high speed internet and a High speed router/modem from netgear that works fine with all other devices in the house... Hope in time they get this technology right...,The Video Calling is choppy
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,22 Dec 2019,oswaldo vega,Amazon did it again. Love this show. Best one. I have 2 of these. I also have the show 5. And the echo spot. I am an Alexa and amazon product lover. Awesome products. I Use the Show All the time for home automation. Lobe it.,Awesome sound.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,07 Sep 2019,Old Guy,Very happy with my Show. Have a bit of trouble with voice recognition but I am told I mumble at times so its not Alexas fault.  Very good sound. More than happy with sound.,Great product
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,04 Dec 2018,mark,I thought that I say will be delivered in three days but its going to be weeks!  Alexa's a bad girl!,Beware:
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,24 Dec 2019,Julia Fitsimones,"Very disappointed that the sound did not work when I was setting it up. I had to research on the internet how to unplug the back of it and plug it back in. It seems to me that the device is certainly faulty. I also want it to work with my Google photos, Gmail and Netflix.",Sound problems!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,08 Nov 2018,Kent Munroe,"this is fantastic bought 2 units so we can see our grandchildren and talk with them easily--enjoy shopping list phone contact ability and calendar ease-getting photos from phone a little harder to do, but we are working on it sound is incredible and can raise and lower volume from 30 feet away-only had units for 5 days still exploring what it can do but we are blown away with video quality and sound quality and can not wait to fully use all it is capable of doing",Echo show is incredible
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,07 Apr 2019,Quang,"It doesn't support netflix, and what seems like only a lite version of Hulu that's hard to navigate.","No Netflix, Hulu Lite"
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,24 Jan 2019,Mikipaul Ehirim,If you love yelling at a device that cannot compute then go ahead and purchase this item!!!!,Piece of sh**
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,21 Jan 2020,karen a obrien,We already had 2 echo dots. the Show does not do as much as our ipads and is not worth the money. Integrating the smart plug between the show and the dots is also annoying. Get an ipad,the dot is just as handy if you have any kind of a tablet
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,27 Oct 2020,John W. Gyoker,Wish I had purchased it sooner.,Works
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,15 Sep 2019,Stormy,"I like the show overall, but what the heck?, I can not display my kindle books which is sad.  I have my show in the kitchen but it will not display the kindle recipe books I bought on amazon.  What a mistake!!  🙁",Won’t display my kindle cookbooks!!  ☹️
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,04 Jan 2020,Celeste,Really disappointed!!!  show only uploads a maximum of 20 minutes of video. Which should have been written on the box or instructions. Did find this information until my second 30 minute conversation with Amazon,disappointed just a bigger version of a kindle
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,18 Jul 2020,Jerry Guevara,"So far so good.  Initially the stick up camera's weren't working and then after and hour or so, they did.🤷🏽‍♂️. So far so good.  Sound and display are very good in quality.  Seems to be a lot you can do with it and it will take some time to fully use the echo system.",Works fine
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,12 Feb 2019,John L. Parker,I like the bigger screen and better sound than the first edition I bought.,Great
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,16 Dec 2018,Theresa,No the speaker were broke. Called they r coming to get this one and replace it. I am proud to say this company never let me down yet,Needed assistance
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,23 Jul 2019,MS oHIo,"Love it, great addition to smart home, waited to buy. Made decision for show over echo plus. Simple to  use and set up. Even adding Phillip hue bulb was simple. Can't wait to expand my smart home","Great addition to  smart home, a must have. choose over echo plus."
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,13 Jul 2020,john,I like it because I can say play a song and it kind of does because you need to pay for Amazon Music Unlimited. It shows me the lyrics so I can sing along to some songs. If I say show me how to cook asparagus it has an issue showing me a video so I have to say go to YouTube then I have to type how to cook asparagus. It disconnects from RING after a brief period of time. I tell Alexa to view cam and she says OK but doesnt show me the view.,eh
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,21 Mar 2020,james n.,I have one downstairs and one upstairs. It is just great for music or news or tv or seeing who is at the door. In the kitchen this is my best cooking buddy.I could go on and on. I am a big fan of this product!!,Great Idea
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,30 Oct 2020,Scott OB,"Sad again, second show that is so poorly made that it stopped working recently after purchased. Constantly unplugging and resetting. So sad, could really love this product.",So sad
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,17 May 2019,Jeff S,Did not care for this product at all.  Does not show a lot of email at one time and does not an actual calendar but only line items.  Also keeps showing item of interest even though tried to block.,Echo Show
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,02 Feb 2020,renae Forbes,"Not ready for prime time. I have to repeat myself several times before the echo “hears me”. Then the torture to get it to show me my “to do list” or answer a question begins. Bought the dot to use as an intercom with the show. Yeah, not so much.....",Not ready for prime time
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,21 May 2019,Gman5,"I like sound and picture quality, however responses seem a little slow.. I would like better control of my screen display ie: continuous weather display or turning off continuous suggestions.",Great picture and sound
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,17 Jan 2020,D in CA,Received as a Christmas gift and I absolutely love it. I truly appreciate the large screen and the voice recognition and volume control. It's a great gift for any occasion.,Great assistant and entertainment companion!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,08 Nov 2020,Williams A.,I have several echos.  The second generations is the best Echo hands down.  The Echo Studio probably has a better sound for music but it does not have a screen. If you pair a echo sub with the studio it creates an amazing sound for such small devices.  I am a fan. Also try multi room music for a extra perk.,Best Echo to Date
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,03 Sep 2020,Eric R. Sugar,"Your browser does not support HTML5 video. This sounds horrible.  Do you remember AM radio?  Do you remember AM radio on those tiny little portable radios in the 1950's?  Well, this sounds worse.  It sounds like they are singing into tin cans under water.  Just WOW.  Just WOW.  This is awful.  I have 5 other Alexa's.  But this one is so bad it should be buried at sea. Update: I received a replacement yesterday.  So far so good.",Updated: Is this supposed to sound like AM radio?
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,26 Mar 2019,azezal,there is no option to turn off the annoying ask alexa to... suggestions at the bottom of the screen,no option
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,29 Jul 2019,Jae Woo Chung,"This product fails to perform the most basic functions. The first one I received had broken speakers so I ended up getting a replacement. The second one fails to play certain Amazon video content. Additionally, and most importantly, this $200 product cant even function as an alarm clock. I set an alarm for 6:30am every morning but it doesn’t go off half the time. (Seems like it is going off according to the screen but no sound) I would return it in a heartbeat if I didn’t throw away the box/packaging.",Do not buy this product!!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,28 Jul 2020,Debbie,I have enjoyed the echo show so much. Glad I purchased this! Works great with Alexa and Ring and other devices. Large Screen and so clear. I am able to view all my cameras and doorbell. Speaker is great also. Easy to set up and program to your needs.,Live This!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,14 Jan 2020,dash,I find it hard to navigate . Alexa does not always hear what i request correctly. Wish could watch more tv apps on device. On positive side the sound is great and the picture is outstanding,Mixed feelings
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,08 Sep 2019,jblack141,I love it!!!!!!!  Wow it's a great sounding system for everything in stereo I am so happy I got this I use it for everything and my new camera is on the app plus I can see 360 degrees around my house oh man thank you so much this is the best thing I bought this year!,Awesome Amazon
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,04 Jan 2020,cntnphoneman,"I bought both this and a Google home hub.  Decided on the Google home hub due to a superior screen and sound.  Not that the echo is bad,  but you can tell a big difference.",Good product.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,11 Sep 2019,Zoniegurl,I’m sure I’m under using all of the features. There is a lot of skills that have been helpful. I do think the speakers are horrible and listening to music is painful. The microphone is good about voice recognition. For now basic usage is alarm and starting my car.  Could I live without? Most definitely. I’ll keep this one but won’t bother on any others.,Okay but can live without.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,19 May 2020,Julia L. Scott,"I love how easy it is to set up, how it knows my voice and has so many features.  I use it daily for reminders and it displays date as well as time & temp. It also syncs with my phone calendar.",Great Helper
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,10 Aug 2019,nana,My daughter sent this to me so we could have better video chats which we do.  There is a lot that it does and I'm still learning.  Sure there is more to do if you are signed up with any amazon extras.,User Friendly
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,27 Jan 2020,Igotmine,"Love the larger screen. Better for its use with Ring,  among other things.  Enjoying some games and videos while I'm cooking in the kitchen.  it's been fun. Works great.",much larger screen!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,30 Dec 2019,Kim,"I use the timer quite a bit. Recipes are limited to allrecipes and a couple others. I am still trying to figure out all the perks with owning this device. I would not have gotten this if I had known I couldn’t get my local tv stations. I don’t subscribe to cable, it’s not available in rural areas, and satellite is too expensive for a person on a fixed income with disabilities. Kimberly K",No local broadcast availability. Jeff bezo’s should buy me one lol
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,22 May 2019,Jasondsmith83,Really enjoying the show. Recently converted to a smart home and are running Alexa and ring as our hub. Everything has been pretty smooth. No regrets here at all! Was super surprised at the sound quality!,Great purchase
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,03 May 2019,peanut1015,"If you were like me and and saw a cool demonstration of the ring pro integration where when you pressed the ring and the video showed up automatically on the echo show, you were deceived! Classic false advertising! While the echo shoe does announce a motion or someone at the door, the video feed is not automatically shown. Instead, you have to say Alexa, show the front door or whatever you named them.","Cool, but no automatic Ring video"
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,25 Jan 2019,Jersey Shopper,"I don't like the fact that people say she listens to everything you say (Big Brother is watching?). I like the fact you can pair Alexa with other things (Pandora, Cameras, BlueTooth, etc.).  Gives you news and weather.",Amazon Echo
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,11 Aug 2019,Martin Murphy,My cell phone does more than this. Bought if to play Hulu and I can't get all of the content in my Hulu account. Video calls are just as good on the cell phone with Google Duo. No instruction booklet or printed material included in the box. Pretty much sits there unused.,My cell phone does all this and more
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,30 Aug 2020,M. Chambers,This is new to us so we are still finding out all alexa can do.  So far so good.  We have to get use to just asking what we want rather than get on the computer and look things up.,Helpful new toy
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,07 Jun 2020,Myrna Bonet,My Alexa voice calling is still not working but I’m tired of calling amazon and they try to help me but still to no avail.  So I will try to call again to see what happens and to see if I could get it work.,Voice calling
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,13 Dec 2019,BRENDA,Beyond my expectations!  Great picture and SOUND!  The additional functions available make this a super value.  My satisfaction caused me to buy one for everyone in my family!,GREAT EXPECTATIONS!  NOT DISAPPOINTED!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,13 Aug 2019,nick,"The sound is much better than the 1st gen. I like it a lot, but mine is slow to pick up commands. Sometimes there’s a delay between saying “Alexa” and the blue light coming on to indicate it’s activated. Other times my Echo dots in other rooms will activate even when I’m right next to this. I’d exchange it if I didn’t already throw the box away.","Great sound, poor voice activation"
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,10 Jan 2020,Pamela Campbell,I absolutely love love love my Echo Show. Super easy to set up. I love mine so much that I bought 5 more to give to family. Being able to my family's face whenever I want is pretty amazing!,Absolutely love ❤
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,17 Apr 2019,Toppntch,"Works great. Get a swivel stand for it. Don’t get the ones from China, they swivel very easily. Especially when you try to,type. I had bought two and they both had this problem. I had to slide a piece of paper between the base and the swivel part to make the unit swivel harder, Good Luck . We had to change its name to Echo as we had another Echo device close by.  I like the product.",“Great To Use In The Kitchen”
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,05 Jan 2020,Tasha W.,"I have a fire cube in the house already and everything seemed fine until I tried to integrate the echo show. As a standalone unit it worked fine, great picture and sound, but as soon as I tried to get it paired with the cube it went silent. I dont know if it's because the product is new or if I'm just not asking the right questions,but I couldn't find the answer to my problem online and there is no user's manual.....",All hype....
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,09 Aug 2019,Robert Bradanini,"Every couple of days there is no audio. This is my second one, the first one had no audio from the beginning, this one had audio for about 3 days, then quit. I was advised that they are aware there is a problem and they are working on it, and I should send it back for repair.",Stops working
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,06 Jul 2019,Brian Cole,"My girlfriend bought this for me for my birthday, I love it. Enrolled in Amazon music for a low $3.99 a month and I play everything I ask for. Lots of fun for guests...everyone has to have an Echo Show 2nd generation.",Love It!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,06 Jan 2020,Paul Florenosos,"Bought this Nov. 28 and now it's not working. The audio seems to be gone. Called customer service and did what they want us to do...reboot, unplugged, reboot and everything...just not working!!! Now, they told me they will send me a label to have it fixed for like 3 days??!!! I need a replacement as I just bought it and it's not working somehow with the trouble shooting...So, I will just return it and will just have to buy it again...I don't understand what's the deal that Amazon can't replace it!",It stopped working after like 1 month
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,26 Mar 2019,Joel C,"Listen to songs and see the lyrics.  See shopping lists and other lists with just a quick query.  Call and talk to friends and family.  Great device.  I highly recommend it.  Even my wife, who is technology challenged, loves it.",Great product for whole family
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,24 Aug 2019,number6car,We enjoyed our Echo dot but really enjoy the integration of Ring with the Show so we can see who's at the front door.  Like the screen size and easy adaptability to our wifi network.  #smarthome,Nice for integrating Ring
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,13 Mar 2019,Drake W,"I enjoy it a lot. I was upset when I found out it didn't stream Netflix and had to use hulu or prime TV but it's not too horribly annoying. I enjoy what it does do you can play certain games with it, ask it weird questions, and even have it make jokes for you and play music. It's fun overall but it has limitations. Good product, easy to use, and fun to play around with. I'd honestly like to help program these.",The affluent Alexa
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,18 Jul 2019,Glen Harrington,"I was very excited when I received it today, but after setting it up, the speaker doesn't work.....at all",Not working on arrival
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,31 May 2019,David Veness,"It is a very high quality instrument. Very good screen resolution and pretty good sound quality. Very easy to setup, most steps are automatic. I would like to see more controls on the phone App so I could customize all the features remotely.",Easy to setup and use.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,11 Jan 2020,Aircommuter,Why do they ask for reviews when you only had something a few weeks? not enough time to really give an accurate review. So I gave a 4 maybe should have been a three because it is way too soon.,have not had it long enough
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,15 Jan 2019,jo ann smith,I keep getting an error.  I have my house lights in several rooms set up thru the HUE and I have the$18 light bulbs in the light.  Amazon will turn them on or off occassionally but I mostly get  a message saying they are not responding  I cannot even turn the off or on manually using the echo.  I can go to my HUE app and it works great.  Go to the amazon app and rec the error  Server not responding.  I have turned this in 3 times via the mobile app and I just get a message someone will contact me shortly .  I do not consider a week as shortly,I k
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,14 Jan 2020,Gerrie F.,As a senior consider that you need help to set it all up especially the lights in your home. It is a learning curve to it and you must know how to do those things. I'm learning.,Nice product
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,20 Jul 2019,Samantha,Had the device for two days and the sound broke. I have to ship this back and amazon will send a new one. I already synced all my devices to this one so I’ll have to do that all over again. Sound shouldn’t stop working when it’s brand new.,No sound
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,02 Nov 2019,Woodworker,"Nothing to dislike!  This works actually ""better than Average"" with fast ans accurate responses! A bit pricey for the larger size, but it is easy to use and provides amazing sound as well.  Worth it!",Definitely worth it for the larger size!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,17 Feb 2019,Purchaser,"I love everything about the 2nd generation.  The larger screen, the better speakers are great!  I have 2 dots and the 1st and 2nd generation shows and I have them spread out in each room and connected together so when I listen to music, it connects all over the house with no interruptions and clear sound.",The Speaker is Fantastic!!!!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,26 May 2019,Melissa joy,It was a mother's day gift and I honestly didn't think I was going to use it but it's great! I use it in the kitchen while cooking/cleaning I listin to music or catch up on my YouTubers.. also used for picture display when guests are over it's also fun to ask it random questions.. sound quality is better then I thought also.,Useful and convenient
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,3.0,Reviewed in the United States ,13 Oct 2020,Gregory Shaw,"This product ought to be good.  I got two so I could have video calls with my 92-year-old mother.  Amazon says something like ""Import your contacts, click on on, and it will, by default, make a video call to them.""  Doesn't happen.  When I did a search for ""Echo Show User Manual"" the results were books that authors have written because there's no documentation.  And to add insult to injury, Amazon will sell me these books so that I can use the product that I just bought from them.  What a deal.",No instructions provided
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,24 Feb 2019,Daniel Ruffing,I basically got it for my ring front door camera which it works fantastic very good sound and picture among so many other things that it can do.. still trying to figure out how I can tell it to show me the camera on my TV open to any suggestions,Very good product very happy
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,01 Aug 2019,JM Scott,"I love my Echo Show 2nd generation, I had the 1st generations I returned it after 10 months screen issues. The sound is really good, fantastic base, easy pairing, bigger screen great color.",Great sound
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,2.0,Reviewed in the United States ,25 Sep 2019,steveou812,"Very disappointed, the video does not always work when you make a video call , for some reason it says video is turned off , but I never turn it off , I don’t why it’s doing that , after a couple try’s, it starts working again",Video calling dosent work as expected
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,07 Jan 2020,SAP88,Really like it as an addition to my kitchen.  I thought it would be more like a tablet.  It has improved over the last 6 months.  Smart home skills are getting easier to access.,I use it a lot in my kitchen
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,27 Dec 2019,Sgtmitt,"I own different Amazon devices from a 10"" tablet to a fire tv. This device sounds and looks great. Having a button on top to disable the camera and microphone is a great option.",Love this device
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,25 Feb 2019,LISA Migues,This is my first one and I love it! I have friends that have one and I finally bought one. It is amazing and I love the question of the day. I love just asking something when I am cooking and even calling my  brother in law in Washington. Good quality though the connection can be delayed sometimes.,Quality
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,01 Feb 2019,JudyAS19,Love my new Echo Show. The sound is great and the screen can be seen better than on Echo Spot. I love how I can have my photos cycle through like a digital picture frame. I liked it so much I bought a second one. It's a great Echo device.,Great Echo Device
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,09 Dec 2018,Shirley E. Barbour,"Love my show. I video chat with my daughter every morning. It’s like she is here with me. Love the music, love everything about it.",Great product
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,25 Nov 2018,Bathingsuitlady,"I have 1st Gen & now 2nd Gen Echo shows and a Dot  I love them all. Once you get the hang of it it's invaluable you can do so much. Reminders, calendars, Set a routine to turn lights off on etc. I don't know how we ever lived without them ! Can't wait for the car one to come out !",Love all my Alexa Products
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,20 Nov 2019,Victor,"The ""Show"" performs as expected I guess. I thought it would be a little more capable of doing more. Sounds quality is amazing and it will control the entire house but we're working on our annunciation just to get it to complete commands.",Great so far.
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,23 Jul 2019,E. T. Yu,Works well. The visual confirmation of certain information is much welcome. sound quality is good but gave 4 stars because the volume could be made louder. I suspect the speaker output is somewhat limited.,Works well although volume is on the slightly low side
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,02 Jan 2019,Zach Perttula,This is my favorite thing ever. So easy and fun to use. I use a lot of skills and cooking recipes. I don’t use it to skype or anything but it’s more fun than normal echo. I’d recommend if you love fun things for your house. I get lots of compliments from family from it too!,I would buy this 100
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,05 Jul 2019,Alan Florencia,"I love how loud this echo device is. It's a wonderful addition to my home. The screen is very useful in some instances. I feel more screen intergation is needed or better yet, more skills that utilize the screen but oh well. Judging strictly on the device though, it's a great purchase.",Great purchase
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,4.0,Reviewed in the United States ,06 Feb 2019,STEPHEN J. WEYER,"I bought this second generation Echo show to complement my first generation Echo Show, allowing streaming of content from my Fire Recast TV and listening to music from Amazon Prime and as auxiliary bluetooth speakers.  The sound is excellent and the larger screen, relative to the first generation one is great.  Regrettably, the price dropped 25% or $50 a six days after I bought it and apparently, Amazon no longer offers a refund for items which drop in price within a week of purchase.","Great device, wish I had purchased six days later"
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,5.0,Reviewed in the United States ,23 Aug 2019,Sarah J. Higgs,"I love the sound & size of the screen of the Echo Show 2nd gen.  It linked all my Hue lights easily, was a snap to set up.  Since I didn’t want to wait for several weeks for anAmazon order, I was able to buy one at Best  Buy.",Easy to set up @ link smart home devices.  Great sound quality!
Echo Show (2nd Gen) | Premium 10.1” HD smart display with Alexa – stay connected with video calling - Charcoal,1,1.0,Reviewed in the United States ,12 Aug 2019,Matthew Hurst,"Although the Bluetooth connects and I can see what song is playing, where's it at in the track so far, etc.. there is no volume. I have to disconnect and reconnect the blue tooth multiple times to get it started.",Poor Bluetooth.
