product,verified,rating,location,date,author,content,title
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,5.0,Reviewed in the United States ,15 Jul 2017,Kevin Duffey,"Having tried several different types of cameras over the years, the Arlo Pro system has just about everything you need for a security camera, especially when you factor in the free 7 days of cloud storage as well as the ability to record to a local USB thumb drive. I say just about because the one issue as many have pointed out is in high traffic areas, the battery will run down pretty quickly... though I have not personally tested this. To circumvent this, specifically as an outdoors camera, I feel that every Arlo Pro camera should make use of an external power source to keep the battery always charged. I opted for the somewhat expensive but hopefully reliable solar panels that run about $70 each. If mounted along side the camera (and at a distance high enough up or hard enough to get to to avoid someone unplugging it and/or taking them), assuming you get a bit of sun from time to time, the camera should not require a hard wired power source. I can not however back up that claim in areas that rain a lot or have a lot of cloud cover.. as I have read that that will result in the solar chargers barely putting out much juice. That said, lets hope most owners have a little bit of sunlight at least once every few weeks so that the charger can replenish the battery on the camera enough to keep it going continuously. The other thing, which many reviews have indicated is the magnetic mount that the camera comes with leaves a bit of doubt as to someone pulling the camera off of it and taking it. If the camera is mounted high enough, it will be less of a problem, but even so, as strong as the magnet is, I still have my doubts if it will withstand strong windy gusts.. or someone trying to hit it with a ball to knock it down. Therefore, the screw in mount seems like the option that should come with every camera, and given they are an additional $15 or so, and the price of these cameras, I would suggest buying them (and possibly the Arlo cameras coming with them in the future). The quality of video is fantastic, even with a 2 to 3 second lag. The Wifi range is pretty good from what I can tell. I havent had it long enough to determine if there are a lot of false triggers, but Arlo just announced a new AI that will supposedly figure out humans, animals and vehicles that should reduce that... though I am hoping it is not an extra cost to take advantage of that on a monthly basis... hoping its a firmware/software update that doesnt cost anything.",Fantastic Camera for Security
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,01 Dec 2018,NJ Devs,"Product Support = F- This has to top one of my worst ""Product Support"" experiences in recent years. The ""CHAT"" icon in the web-based program just takes you to an open window with the word ""CHAT"" in it. You think that someone will soon log on to speak with you but my advice is don't wait too long because nothing is going to happen. In light of this, I called several times and was .... best case ..... 5 in the queue. When it took 20 minutes to become #4, I figure it best to call at night. I call this morning at 3:00 AM and was #3 in the queue. It was 1 hr and 10 minutes before the agent picked up. Very nice gentlemen but wasn't really trained with working knowledge of the system. All he could offer was the same troubleshooting steps that I could get on the website. I have 7 cameras on my system... all configured the same. One of them is not responding to motion at any sensitivity at any range. The only way I can get it to record is a manual trigger. You would think that just shear logic would tell you that it's a malfunctioning piece of equipment but yet the agent put me through the painful process of the troubleshooting steps that got us nowhere. One step was a complete wipe and re-configuration of the entire setup. Frustrating to say the least but it got me to the next step which is an email telling me that my situation was being elevated to the next step and that I'd be hearing from an ""expert"" in the near future. I can't wait to waste more time talking to him about this. Now let's talk about design- in theory B+ - in reality C-. It's a completely wireless system which is every enthusiasts dream..... but.... the battery depletes over time and the higher demand and desired functions selected, that time decreases exponentially. So you want high resolution at maximum sensitivity and all the notifications etc.... be prepared to charge those batteries quite a bit. Is that a big deal you ask.... take the time to situate your cameras exactly how you want them and then you can write your own review about the goat rope you just went through. The exterior mounts are pure garbage. Just when you have the camera set exactly the way you want.... you torque down on the set feature and the whole camera begins to turn so now you have to calculate how much your camera is going to move as you set the torque so they both end up where you want when the torque finally sets. Do this while you're on a ladder overlooking your driveway or your front door. Play a little circus music in the background too. It's fun. The interior mounts don't trail too far behind. Magnetic- easy/peasy but the person that designed these must have slept through Physics 101. They are round and mount to the wall similar to a picture frame. Put the screw in, find the hole, and slide it down. If your camera is attached perfect to the centerline of the slide, you're in business.... but.... if you want to offset it to the right or the left, go find that circus music and start it again. Any deviation from the centerline of the mount causes the camera to tilt in the opposite direction... and other than putting a stop pin along side the mount, there is no way to stop this rotation unless you use glue. I elected not to use glue because this setup is going in the trash just like my last one did. Now let's talk features....I'm not even going to grade this because they are all a joke. They have this Arlo Smart feature - let's take at look at each one. Package detection - misleading. it doesn't detect packages, it detects the person delivering the package. You're not going to get a message that you have a package. I don't really need to activate this feature because the system already inherently does that. You can, however, manually log into that camera to see if that motion alarm was in fact a package delivery or just simply stream the camera video live and see for yourself. E911 - will call the 911 region where your system is based. A nice feature but I can also call the police station directly from my phone speed dial. Ill give them this one though. It has its merits. Activity Zones - complete nonsense. Unless your surveilling a parking lot you don't need zones. When you actually set these up and try to use them, you're going to realize that in most rooms, theres no way to avoid stepping into a zone (or avoiding one) you set up. If your rooms are that big where you need to set up zones..... you'll have the resources to buy a much better system than this and not be the one fussing with it. Then let's get to the cherry on the cake. If you keep your system to 5 cameras or less, you get free iCloud recording for 7 days. Wow.... generous....thats enough storage to go on vacation and come back to overwrite the burglars that broke into your house 6 days ago. You can buy a hard drive and attach it to avoid this and I highly recommend it. You're going to love this system so much that you going to want to go out and buy another camera. Well, congrats! You just became a premium member because your free service ends at 5 cameras. All the hard disk space in the world isn't going to get you out of paying this fee. Well, alas..... Im stuck because I bought all this garbage at just under a cool G spot and now I have to wait until it to finds its place in the eternal landscape at the county grounds. Would I make this mistake again? NO FREAKING WAY! It is easy to set up and start using. I liked that. I hope everything works. If not, return it for another. You'll get a quicker turn on a functioning product. Edit added 12/09/18 I just went through the painful process of convincing Arlo that the camera was defective. Unbelievably ridiculous! To add to the frustration, 12 days after I signed up for Premium Service they emailed me an offer for 4 months free. I contacted Customer Service in the same painful manner and they denied extending me the offer stating that I was a previous customer and the offer didn't apply. I signed up 12 days ago. This will be the last Netgear product I will ever purchase. They have no concept of customer service. Very disappointed I invested in this nonsense.",Think Again - WAY overpriced and absolutely the worst Product Support in the business.
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,19 Jun 2017,NY person,"This product is a very good concept, but the execution of the software is terrible, and compounding this is that it's been this way for a long time. The hardware itself is decent, as the camera works well and works the way it's supposed to.  Video quality is good.  Motion detection seems to work pretty well too.  However, it's the software that enables this system to work as a security device, and it's horrible.  The app takes a very long time to log in, and over time it's actually gotten worse.  It used to be that only logging in was slow, but now it often hangs when I'm trying to access the mode screen to change modes.  When a video is sent via email, the link to view the video does not work--you have to go into the app itself. The geofencing feature would be a very cool feature--if it worked.  It had been in beta for a long time, but even after beta ended, it still doesn't work properly--worse even.  The geofencing no longer properly detects when you are at home or away, and can randomly just go on away mode when you're in the house.  Of course it will then start taking videos of you and emailing them to you, which you might not realize until 20 emails later. In short, this system is infuriating.  Taking a long time log in might not seem like a big deal in concept, but keep in mind you are often trying to configure this thing on the run, on your way out, etc.  And if you use this as a security system, imagine getting an unexpected notification that your cameras have detected motion at home--then not being able to access the video to see what's going on (fire?  burglar?). Since this system is fairly innovative, I would give them a free pass for initial buggy systems if they eventually fixed them.  Or if they were continually adding more and more cool features, thus giving them an excuse for breaking other aspects of the software.  Unfortunately, the bugs that existed are still unfixed, new ones are being introduced, and there doesn't seem to be any expansion of functionality (although this Arlo pro camera, is new). I bought this along with a 2 camera set around the same time.  Now, I'm regretting it and afraid to expand to more cameras given Arlo's inexplicable inability to fix anything.  Try looking up some of the issues you experience, and you'll see them being discussed in forums years ago.  What kind of company ignores these basic functionality defects?",Very bad software and app offsets decent hardware
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,18 Oct 2017,Diann L. Smith,"10/31/2017 Update:  Down to 1 star for continuing to waste my time and I still do not have a working base station.  I have received a call and several emails promising that while the company's normal policy is that customers must pay packing and postage to return defective products during the warranty period, they will waive that policy.  I have been repeatedly promised a prepaid label, but have never received it.  Instead, I receive similar emails telling me to fill out a standard form in which I have to choose whether to pay for shipping up front or pay my own postage. 10/20/2017 Update:  Decreased stars from 3 to 2.  1 year warranty requires customer to pay to ship defective product back and then wait for replacement.  I appreciate the response from the company to this review; however, customer service remains very difficult.  The ""experts"" just don't have an appropriate script to follow.  The new one I talked to -- who was much more helpful than the first one -- did not seem to know the process and put me on hold several times, only to come back with more questions.  In total I was on the phone for about 40 minutes and was told it would take another 20 minutes to finish.  I said I did not have the time and I was told I could hang up an the process would finish without me.  As to the ""expert"" trying to help me with a base station that would not turn on, sometimes the questions related to the camera, the internet connection, etc -- even though the only issue was that the base station would not turn on.  When she finally agreed to replace my unit, she sent me an email to confirm.  For the first time the email noted that I, the customer that received a defective unit, would have to (a) pay shipping to return the unit and (b) package the unit up in my own packaging.  Other, more customer friendly companies, send you prepaid packaging to return defective products. Original:  The camera is fantastic -- the base station has a problem and customer service is a disaster.  The camera has a great picture and the battery lasted 5 months before charging.  Oddly, the battery showed that it was low about 3 months in but I just left it on and it has not run out yet.  The problem is the base station and customer service.  The base station stopped powering on.  From reviewing various help forums this seems to be a common problem.  I am in the U.S. but Netgear/Arlo seems to claim this is only an int'l issue.  I did all of the things suggested on the website support and nothing worked.  So I called customer service.  The representative (euphemistically called an ""expert"") had no idea what she was talking about.  She fundamentally did not understand that there was a difference between the camera and the base station.  She repeatedly asked me the exact same question and kept putting me on hold, coming back and asking the same questions again.  She asked me for a serial number 3 separate times.  When I asked to speak to someone else, she merely kept reading a script that appeared to be for a different product than mine.  My base station is still not working.","Failed base station, incompetent customer service, warranty of limited use."
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,10 Sep 2018,AaronR,"Like many others, I was lured into buying this device to complement my other Arlo cameras because of the reviews.  However, the weak link with this camera is the battery.  Take a moment to read the reviews of the replacement battery before you purchase the Arlo Pro.  My battery lasted just over a year before it stopped accepting a charge.  This is not uncommon and many others report much shorter life spans for the battery.  The replacement battery is $48.  Not good.  While this camera may be good in general for features and perhaps for long term corded use, the battery doesn't appear to last long and is wildly overpriced. 29% 1 star reviews at the time of this review for the replacement battery here: https://www.amazon.com/Arlo-Pro-NETGEAR-Rechargeable-Battery/dp/B01LYCMLY5/ref=sr_1_3?s=electronics&ie=UTF8&qid=1536597974&sr=1-3&keywords=arlo+pro+battery#customerReviews",Before you buy this device check the reviews for the replacement battery
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,08 Sep 2018,IMNSHO,"I purchased the ARLO Pro with 2 cameras, and while it worked, the system was useful. However, one camera stopped working, and after charging both batteries, it was evident that one of the cameras was defective. Both batteries worked in the second camera. I called tech support. First, it was difficult to understand the technician's English. Second, the background noise of other technicians was very loud, making it challenging to hear the technician's words. After being on the phone for more than an hour, trying this and that, the technician first told me that my network was infected and I needed to purchase either a one/two/year plan. I opted for the $99 one year plan (not fully understanding what it was I was purchasing, and I get that was foolish of me).  After next paying that sum, the technician determined that the camera was indeed defective, and that I was eligible for a replacement.  He forwarded me to ""hardware"" support and asked that I charge both batteries and call back his number. I spoke with hardware support, gave all the details to receive an RMA order, and then called back technical support. This time I got a different technician.  I gave him my CASE #, and I was told the problem was the battery.  I do not want to bore everyone with the details, but suffice it to say, after waiting online and then speaking to a supervisor, it was agreed that the problem was the camera. The email with the RMA that I completed was poorly connected.  I will shipo out the defective camera to TN. Who knows if and when I will get a replacement. Terrible, disconnected, misleading service. And in my book, ARLO deserves a one star.",frustrating run-around customer service
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,4.0,Reviewed in the United States ,08 Jun 2019,Leialoha,"Ive purchased this for 2 different houses I have. Installing them into place is really simple. However getting the cameras to pair with the hub was a challenge. Both sets would have a period of time where it didnt wanna connect(if you follow the app prompts) it would just simply sit there giving no indication on what the hell it was doing. So skip the steps on the app for pairing just hold the sync button on the hub then once that gives the wink do the same with the camera and......money!! Once that headaches over, then you have to wait for the cameras to update ( cameras do nothing this entire time) seriously wtf cameras have to update out the box for. Anyway the cameras have never had to update since initial setup. However the app seems like it needs updating every couple days. Also I might add that once the cameras are updated which in my case it didnt really notify me it was done, you will need to log out of the account and log back in. I learned alot of these little quirks on the fly. Im for the most part tech savy. I would not recommend having tech challenged people set this up, go get someone with a PHD to fire this up for you. Lol Once all that is completely out of the way the camera views are wide angle, night vision works very well. You really need to consider position where you put the cameras. Motion is picked up from the sides of the cameras. So for example dont put a camera at an opposite wall facing a door, the camera may or may not pick it up in time. The cameras have maybe a 10-15 sec delay, its not instant. So when I use the live feature and try to speak through the camera the response from the other end takes a few. Having a few houses hooked up is a breeze to manage from 1 account. I set up 2 diff accounts, 1 for each house then just invited 1 to the other. I have all the cameras in 1 laundry list to choose from. I can arm 1 full time and geo arm the other for when my family leaves the house. Battery life is very good. I havent charged 1 set for about 3 months so far, even with curious birds flapping at them to see what it is. Even bees will set these dudes off until you adjust the sensitivity. That being said final thought, its an awesome package that doesnt require a monthly service. It will not notify authorities but there are other features you can purchase for monthly service they may include this feature, what I use it for works for me ( the volume of the alarm will definitely hurry along intruders). Battery life is superb, its wireless doesnt use much internet usage, or even require incredibly fast speeds. The app is extremely user friendly and easy to check cameras or arm or just mess with family when your bored at work. I hated the setup both times, I would rather jump in the ring with a professional fighter for the length of time it took to set these dudes up. I appologize for the lengthy review hopefully it helps clearify a few things, now go have a cold 1 before you engage in the purchase.",Awesome once its running.
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,11 Oct 2018,Brandon,"I installed these cameras on my home last year and they worked that season really well. I also purchased solar panels to help with the time I would need to climb up there to recharge the batteries. Early this year, I noticed some of the cameras (then all of them) stopped working, because they were disconnected from the hub. I called customer service and they weren’t helpful at all. Basically the response was, reconnect them, without actually addressing why they disconnected in the first place. They all got reconnected but I noticed they had much less range for some reason. They only picked up motion around 25%-30% of the time. Fairly recently, they stopped working all together. One disconnected again, while the others don’t pick up motion at all. I honestly can’t think of the last time I got a notification for motion. These cameras are great for the first year, but after that, they’re garbage. Almost literally garbage since customer service won’t truly help me with fixing them, since they’re out of warranty...",Bricks after a year
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,16 May 2017,Super-Shopper,"The Arlo Pro is a great idea in concept but not so great in execution.  There are constant connectivity issues even though the camera is close (line of sight) to the base station. The battery drain is also fairly quick.  There was also a recently introduced bug (after a firmware update) where the highly crucial (at least for me) Push-to-Talk feature no longer works.  When you connect to ""talk"" through the camera's speaker, the camera's microphone is permanently shut off (even after you stop holding the talk button), so there is no way to have a two-way conversation, for example with a delivery person at your door, etc.  This feature used to work fine before the firmware update.  We contacted Arlo on their support website (where several other folks reported the same exact issue) but no response from Arlo, yet another reason for the low rating.  Arlo, please step up and actually SUPPORT your products.",Constant Issues
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,22 Jan 2019,Mike H,"I've had my Arlo cameras for over a year now and the video display is very poor even when set to best image. When trying to view live video, the images freeze more than display. I get a second of live display then 10 seconds of waiting. I am very frustrated with this product for the price. As a comparison, I also have a Nest Hello Doorbell. The Nest is 100 times better in picture quality and display. The live video is seemless with no interruptions. The Nest records every second for up to 7 days and shows ""dots"" where it saw motion or heard a loud noise. When my Arlo cameras pick up motion, I am sent a notification on my phone about 1.5 minutes later. With Nest, the notification occurrs within 10 seconds. Don't bother buying this version of Arlo. Pure junk for an expensive price!!!",Not worth the money
